order_id,customer_id,product_id,store_id,quantity,unit_price,discount,sales_amount,order_status,order_date,extra_column
47,22,123,20,9.0,126.85,0.05,1084.57,completed,2024-06-10,REMOVE_ME
48,1943,290,22,3.0,546.54,-0.03,1688.81,completed,2024-05-10,REMOVE_ME
49,475,33,9,6.0,67.7,0.2,324.96,Pending,2023-08-28,REMOVE_ME
50,1621,185,13,1.0,808.93,0.11,719.95,Cancelled,2024-04-10,REMOVE_ME
51,212,267,21,1.0,67.09,0.16,56.36,Pending,2023-09-27,REMOVE_ME
52,1339,194,12,10.0,662.33,-0.03,6822.0,cancelled,2024-10-31,REMOVE_ME
53,1859,115,17,2.0,629.66,0.05,1196.35,Cancelled,2023-12-28,REMOVE_ME
54,1238,4,17,6.0,594.5,0.09,3245.97,completed,2024-03-26,REMOVE_ME
55,576,109,5,3.0,291.39,0.11,778.01,completed,2023-06-11,REMOVE_ME
56,1354,118,14,6.0,730.38,0.23,3374.36,Pending,2023-04-27,REMOVE_ME
57,1210,83,21,8.0,816.77,0.09,5946.09,Cancelled,2023-01-23,REMOVE_ME
58,330,69,21,4.0,70.91,0.13,246.77,cancelled,2023-02-10,REMOVE_ME
59,1890,93,17,10.0,193.3,-0.03,1990.99,Cancelled,2024-09-05,REMOVE_ME
60,1491,146,3,10.0,772.39,0.25,5792.92,completed,2024-04-04,REMOVE_ME
61,350,113,14,10.0,1191.48,0.25,8936.1,cancelled,2023-05-27,REMOVE_ME
62,1351,262,9,10.0,988.13,-0.03,10177.74,completed,2024-12-03,REMOVE_ME
63,141,118,13,6.0,1108.38,0.14,5719.24,Cancelled,2023-05-16,REMOVE_ME
64,1863,259,22,2.0,39.54,0.11,70.38,Cancelled,2023-06-03,REMOVE_ME
65,1260,20,18,10.0,133.63,0.09,1216.03,cancelled,2023-05-01,REMOVE_ME
66,1236,277,1,2.0,589.04,-0.05,1236.98,Cancelled,2024-06-18,REMOVE_ME
67,1086,220,8,7.0,457.05,-0.08,3455.3,Cancelled,2024-01-26,REMOVE_ME
68,1560,295,4,6.0,715.08,0.2,3432.38,Cancelled,2023-05-18,REMOVE_ME
69,1760,43,10,5.0,583.03,-0.01,2944.3,cancelled,2024-07-10,REMOVE_ME
70,1523,4,19,7.0,324.21,-0.1,2496.42,cancelled,2023-05-01,REMOVE_ME
71,1409,162,14,9.0,28.49,0.16,215.38,Pending,2023-04-20,REMOVE_ME
72,536,275,14,3.0,522.76,0.13,1364.4,cancelled,2024-01-10,REMOVE_ME
73,1547,105,14,10.0,345.16,0.17,2864.83,cancelled,2024-07-24,REMOVE_ME
74,991,130,10,,230.89,0.12,1625.47,cancelled,2023-12-19,REMOVE_ME
75,1351,61,24,7.0,888.22,0.24,4725.33,completed,2024-04-02,REMOVE_ME
76,1610,174,18,3.0,138.33,0.1,373.49,cancelled,2024-12-14,REMOVE_ME
77,11,47,5,1.0,209.67,0.29,148.87,Cancelled,2024-09-06,REMOVE_ME
78,760,41,20,7.0,124.01,0.01,859.39,Completed,2024-01-29,REMOVE_ME
79,1458,30,25,7.0,744.48,0.11,4638.11,completed,2024-10-17,REMOVE_ME
80,1346,266,10,8.0,537.99,-0.02,4390.0,completed,2023-02-04,REMOVE_ME
81,1260,87,22,10.0,622.45,0.18,5104.09,Completed,2024-01-04,REMOVE_ME
82,178,142,25,4.0,792.92,0.29,2251.89,Cancelled,2023-12-28,REMOVE_ME
83,32,36,3,7.0,498.43,-0.02,3558.79,cancelled,2023-10-19,REMOVE_ME
84,1973,142,8,9.0,1099.71,0.04,9501.49,cancelled,2023-07-19,REMOVE_ME
85,535,90,14,8.0,1117.06,0.13,7774.74,cancelled,2023-04-20,REMOVE_ME
86,1940,60,17,9.0,105.42,0.02,929.8,Pending,2024-07-04,REMOVE_ME
87,773,289,16,10.0,315.17,0.08,2899.56,completed,2023-12-14,REMOVE_ME
88,1766,15,16,8.0,824.28,0.26,4879.74,Completed,2023-09-22,REMOVE_ME
89,452,118,11,2.0,471.55,0.22,735.62,Cancelled,2023-12-28,REMOVE_ME
90,540,128,10,9.0,652.07,0.18,4812.28,Completed,2024-02-13,REMOVE_ME
91,976,161,12,6.0,109.71,0.27,480.53,completed,2024-08-10,REMOVE_ME
92,1906,98,16,5.0,235.69,0.2,942.76,completed,2023-08-29,REMOVE_ME
93,416,128,20,4.0,1049.84,-0.02,4283.35,Pending,2023-06-09,REMOVE_ME
94,1958,253,20,2.0,161.46,-0.07,345.52,Completed,2024-07-08,REMOVE_ME
95,646,253,19,1.0,1020.65,0.05,969.62,Pending,2024-05-17,REMOVE_ME
96,574,204,8,3.0,1181.59,0.27,2587.68,cancelled,2023-05-12,REMOVE_ME
97,1925,277,2,1.0,640.37,0.07,595.54,cancelled,2023-12-22,REMOVE_ME
98,937,62,23,7.0,1035.27,0.21,5725.04,cancelled,2024-04-16,REMOVE_ME
99,432,195,19,6.0,833.27,-0.1,5499.58,Completed,2023-11-30,REMOVE_ME
100,1124,135,8,6.0,743.08,0.0,4458.48,Pending,2024-04-27,REMOVE_ME
101,869,108,14,10.0,424.85,-0.03,4375.95,Pending,2024-01-09,REMOVE_ME
102,269,295,22,7.0,349.96,-0.03,2523.21,completed,2023-04-13,REMOVE_ME
103,1754,196,7,5.0,968.82,0.12,4262.81,completed,2023-06-03,REMOVE_ME
104,1024,69,21,8.0,970.69,-0.03,7998.49,cancelled,2024-06-30,REMOVE_ME
105,1152,291,2,6.0,946.69,0.02,5566.54,Cancelled,2023-04-12,REMOVE_ME
106,976,50,15,3.0,90.84,0.23,209.84,Pending,2023-09-24,REMOVE_ME
107,1659,132,12,6.0,445.16,0.12,2350.44,Completed,2024-02-26,REMOVE_ME
108,1241,102,19,2.0,434.29,0.17,720.92,cancelled,2024-10-27,REMOVE_ME
109,728,167,22,9.0,225.96,0.21,1606.58,cancelled,2024-05-14,REMOVE_ME
110,587,238,21,8.0,1069.77,0.05,8130.25,completed,2023-06-21,REMOVE_ME
111,829,37,3,6.0,517.74,0.14,2671.54,completed,2023-12-18,REMOVE_ME
112,1455,137,20,4.0,389.91,0.16,1310.1,Cancelled,2023-10-05,REMOVE_ME
113,1532,267,15,8.0,941.55,0.28,5423.33,Cancelled,2023-06-21,REMOVE_ME
114,481,129,24,3.0,1027.97,-0.05,3238.11,Completed,2023-08-04,REMOVE_ME
115,1919,243,18,3.0,488.51,-0.06,1553.46,Completed,2023-01-27,REMOVE_ME
116,213,135,20,7.0,638.3,0.3,3127.67,completed,2023-03-28,REMOVE_ME
117,582,227,21,7.0,385.06,-0.0,2695.42,completed,2023-05-15,REMOVE_ME
118,1359,183,11,9.0,1009.45,-0.09,9902.7,Cancelled,2024-04-23,REMOVE_ME
119,277,277,6,9.0,1123.13,0.12,8895.19,cancelled,2024-09-03,REMOVE_ME
120,1156,223,17,8.0,764.64,0.15,5199.55,cancelled,2023-11-14,REMOVE_ME
121,184,227,10,6.0,588.35,-0.01,3565.4,Pending,2024-02-27,REMOVE_ME
122,1072,70,12,5.0,203.75,-0.1,1120.62,Pending,2024-04-25,REMOVE_ME
123,1940,245,10,9.0,29.81,0.27,195.85,Completed,2024-03-16,REMOVE_ME
124,1123,192,7,5.0,724.46,0.22,2825.39,Cancelled,2024-07-28,REMOVE_ME
125,1510,200,13,7.0,485.81,-0.03,3502.69,completed,2023-09-27,REMOVE_ME
126,1566,140,10,2.0,518.24,-0.0,1036.48,cancelled,2023-10-03,REMOVE_ME
127,280,149,4,7.0,241.84,-0.07,1811.38,Cancelled,2024-09-24,REMOVE_ME
128,385,165,1,8.0,341.12,0.15,2319.62,completed,2023-02-20,REMOVE_ME
129,578,138,5,9.0,46.11,0.29,294.64,Cancelled,2023-01-09,REMOVE_ME
130,445,176,14,4.0,126.43,-0.09,551.23,Pending,2024-05-25,REMOVE_ME
131,677,42,25,6.0,567.15,0.22,2654.26,completed,2023-02-27,REMOVE_ME
132,963,93,7,5.0,935.27,-0.07,5003.69,Pending,2024-01-26,REMOVE_ME
133,510,198,25,1.0,163.91,0.21,129.49,Cancelled,2023-09-11,REMOVE_ME
134,193,267,22,1.0,255.03,0.19,206.57,completed,2024-04-29,REMOVE_ME
135,662,82,21,7.0,824.1,0.02,5653.33,Completed,2024-07-16,REMOVE_ME
136,612,102,12,9.0,164.13,0.09,1344.22,Completed,2024-11-13,REMOVE_ME
137,890,167,1,4.0,1168.46,-0.01,4720.58,completed,2023-10-10,REMOVE_ME
138,19,22,19,10.0,161.19,0.22,1257.28,Cancelled,2024-12-05,REMOVE_ME
139,510,81,16,10.0,202.89,0.21,1602.83,Completed,2024-12-03,REMOVE_ME
140,1556,31,2,10.0,419.34,0.29,2977.31,Pending,2024-10-22,REMOVE_ME
141,258,250,8,3.0,847.57,0.22,1983.31,Pending,2024-07-25,REMOVE_ME
142,396,11,23,6.0,970.52,0.08,5357.27,Cancelled,2024-01-02,REMOVE_ME
143,1448,225,18,3.0,315.82,-0.08,1023.26,Pending,2024-07-09,REMOVE_ME
144,713,166,24,8.0,243.94,-0.03,2010.07,Cancelled,2023-10-09,REMOVE_ME
145,142,272,5,10.0,1099.08,0.12,9671.9,Cancelled,2023-10-30,REMOVE_ME
146,1590,260,13,5.0,659.1,0.08,3031.86,completed,2023-01-20,REMOVE_ME
147,490,165,24,10.0,1031.06,0.21,8145.37,Completed,2024-11-05,REMOVE_ME
148,1400,255,25,9.0,986.48,-0.02,9055.89,cancelled,2023-06-07,REMOVE_ME
149,660,57,4,10.0,354.09,0.06,3328.45,cancelled,2024-11-05,REMOVE_ME
150,366,17,7,2.0,71.66,0.28,103.19,Completed,2024-05-12,REMOVE_ME
151,1713,199,22,4.0,136.53,0.13,475.12,Cancelled,2024-06-22,REMOVE_ME
152,751,114,20,10.0,847.55,0.0,8475.5,Completed,2023-01-14,REMOVE_ME
153,1705,41,15,4.0,793.78,0.27,2317.84,Completed,2024-01-05,REMOVE_ME
154,1684,189,23,9.0,897.3,0.26,5976.02,Completed,2024-09-23,REMOVE_ME
155,1709,156,3,5.0,644.24,0.19,2609.17,completed,2024-06-15,REMOVE_ME
156,790,98,7,2.0,139.45,-0.01,281.69,cancelled,2024-11-03,REMOVE_ME
157,1144,286,14,4.0,692.63,0.28,1994.77,Completed,2024-10-15,REMOVE_ME
158,1363,219,4,10.0,442.4,0.08,4070.08,completed,2023-07-04,REMOVE_ME
159,324,274,20,9.0,493.84,0.04,4266.78,Cancelled,2023-12-27,REMOVE_ME
160,1731,191,14,6.0,669.1,0.3,2810.22,Cancelled,2023-11-28,REMOVE_ME
161,769,282,24,10.0,304.05,0.12,2675.64,Pending,2024-01-04,REMOVE_ME
162,1488,18,10,8.0,548.05,0.06,4121.34,cancelled,2023-01-17,REMOVE_ME
163,14,154,8,9.0,179.4,0.26,1194.8,completed,2023-11-19,REMOVE_ME
164,1685,142,18,1.0,930.4,0.28,669.89,cancelled,2024-07-23,REMOVE_ME
165,78,236,12,10.0,1112.59,-0.04,11570.94,completed,2023-05-22,REMOVE_ME
166,478,132,10,5.0,453.16,0.13,1971.25,Completed,2024-08-07,REMOVE_ME
167,159,167,16,7.0,691.5,-0.01,4888.9,completed,2024-05-14,REMOVE_ME
168,1316,154,2,10.0,987.03,-0.06,10462.52,cancelled,2024-01-26,REMOVE_ME
169,685,179,14,2.0,940.54,0.27,1373.19,Cancelled,2023-05-04,REMOVE_ME
170,1902,6,21,4.0,902.26,0.24,2742.87,Cancelled,2023-02-25,REMOVE_ME
171,1157,77,11,5.0,638.77,0.03,3098.03,cancelled,2024-12-15,REMOVE_ME
172,805,229,25,4.0,200.77,0.17,666.56,cancelled,2024-08-12,REMOVE_ME
173,1611,202,5,9.0,126.3,0.07,1057.13,completed,2023-12-11,REMOVE_ME
174,1123,205,9,2.0,581.51,0.2,930.42,Completed,2024-02-13,REMOVE_ME
175,1561,70,16,9.0,532.7,0.18,3931.33,cancelled,2023-07-22,REMOVE_ME
176,1150,269,8,8.0,486.48,0.13,3385.9,completed,2023-03-15,REMOVE_ME
177,1893,295,3,5.0,936.59,0.03,4542.46,Completed,2024-11-18,REMOVE_ME
178,657,177,20,7.0,519.78,0.04,3492.92,Completed,2023-11-09,REMOVE_ME
179,1645,227,20,3.0,1185.43,0.15,3022.85,completed,2024-03-27,REMOVE_ME
180,1404,192,5,1.0,1110.57,-0.01,1121.68,Completed,2023-04-26,REMOVE_ME
181,303,148,1,1.0,306.8,0.15,260.78,Pending,2024-12-11,REMOVE_ME
182,680,108,24,2.0,380.04,0.09,691.67,cancelled,2023-08-05,REMOVE_ME
183,1124,248,20,4.0,664.78,0.2,2127.3,completed,2024-12-12,REMOVE_ME
184,1079,23,9,1.0,464.4,0.26,343.66,completed,2023-03-03,REMOVE_ME
185,556,28,15,5.0,256.82,0.18,1052.96,Completed,2023-03-10,REMOVE_ME
186,1870,185,4,7.0,799.24,0.17,4643.58,Completed,2023-10-27,REMOVE_ME
187,1454,51,11,7.0,292.78,0.05,1946.99,Cancelled,2024-09-03,REMOVE_ME
188,1980,235,18,9.0,123.86,-0.02,1137.03,Completed,2023-02-10,REMOVE_ME
189,1004,202,24,4.0,1108.28,0.02,4344.46,completed,2023-01-19,REMOVE_ME
190,620,121,17,6.0,827.49,0.04,4766.34,Pending,2023-03-05,REMOVE_ME
191,1669,16,18,5.0,1056.84,0.26,3910.31,Pending,2023-08-19,REMOVE_ME
192,282,45,24,3.0,423.31,0.06,1193.73,Cancelled,2024-06-17,REMOVE_ME
193,855,124,19,10.0,1049.79,0.17,8713.26,completed,2024-03-12,REMOVE_ME
194,1111,68,7,5.0,1093.49,0.03,5303.43,completed,2024-08-17,REMOVE_ME
195,283,159,23,9.0,827.18,-0.02,7593.51,cancelled,2023-05-19,REMOVE_ME
196,298,290,6,7.0,1194.91,0.29,5938.7,Pending,2023-03-11,REMOVE_ME
197,378,163,5,9.0,648.89,0.19,4730.41,Completed,2023-11-23,REMOVE_ME
198,1528,141,5,7.0,1154.21,0.02,7917.88,completed,2023-04-20,REMOVE_ME
199,1254,137,20,3.0,238.0,0.2,571.2,cancelled,2024-09-19,REMOVE_ME
200,54,184,3,4.0,723.71,-0.01,2923.79,Cancelled,2023-05-18,REMOVE_ME
201,1331,192,6,9.0,1018.44,0.09,8341.02,Cancelled,2024-05-18,REMOVE_ME
202,67,210,25,8.0,182.27,-0.02,1487.32,Completed,2023-10-04,REMOVE_ME
203,416,105,3,7.0,282.61,0.17,1641.96,completed,2024-03-25,REMOVE_ME
204,938,127,14,10.0,598.13,0.03,5801.86,Cancelled,2023-02-12,REMOVE_ME
205,641,202,20,10.0,887.69,0.05,8433.06,cancelled,2024-08-31,REMOVE_ME
206,1612,20,17,9.0,639.77,0.25,4318.45,Completed,2024-04-07,REMOVE_ME
207,504,266,18,8.0,995.87,-0.08,8604.32,Cancelled,2023-02-10,REMOVE_ME
208,1972,26,7,9.0,477.13,0.21,3392.39,Pending,2024-03-26,REMOVE_ME
209,586,237,6,7.0,1063.59,0.21,5881.65,Cancelled,2023-10-29,REMOVE_ME
210,1851,73,15,10.0,1104.46,0.18,9056.57,Cancelled,2023-04-03,REMOVE_ME
211,1921,280,5,9.0,153.54,0.21,1091.67,Cancelled,2024-02-28,REMOVE_ME
212,1209,104,15,6.0,552.05,-0.03,3411.67,Completed,2023-09-14,REMOVE_ME
213,1632,84,23,6.0,836.23,0.26,3712.86,Completed,2023-04-04,REMOVE_ME
214,175,269,23,2.0,853.35,0.15,1450.69,Cancelled,2024-06-07,REMOVE_ME
215,780,23,25,10.0,1140.71,0.05,10836.74,completed,2023-12-10,REMOVE_ME
216,333,75,6,10.0,1048.14,0.25,7861.05,Completed,2024-03-05,REMOVE_ME
217,914,148,21,5.0,385.23,0.21,1521.66,completed,2023-05-01,REMOVE_ME
218,1568,130,1,3.0,1153.31,-0.1,3805.92,Cancelled,2024-05-24,REMOVE_ME
219,1808,253,8,8.0,661.33,-0.1,5819.7,completed,2024-08-25,REMOVE_ME
220,1232,4,8,8.0,555.41,0.08,4087.82,cancelled,2023-10-12,REMOVE_ME
221,426,26,6,10.0,761.79,0.23,5865.78,completed,2023-02-26,REMOVE_ME
222,1367,296,20,6.0,63.33,0.24,288.78,Pending,2023-12-06,REMOVE_ME
223,366,83,22,2.0,77.86,0.07,144.82,Pending,2024-09-17,REMOVE_ME
224,1979,234,24,10.0,695.29,0.12,6118.55,cancelled,2024-01-04,REMOVE_ME
225,755,195,3,1.0,129.89,0.02,127.29,Cancelled,2024-07-17,REMOVE_ME
226,1423,141,11,2.0,365.54,-0.05,767.63,cancelled,2024-02-28,REMOVE_ME
227,120,56,19,9.0,267.62,-0.02,2456.75,cancelled,2023-03-31,REMOVE_ME
228,1615,148,14,8.0,874.41,0.14,6015.94,cancelled,2023-11-21,REMOVE_ME
229,725,67,20,5.0,639.96,0.3,2239.86,cancelled,2024-05-23,REMOVE_ME
230,1655,93,20,9.0,880.44,0.1,7131.56,completed,2024-12-26,REMOVE_ME
231,50,239,21,5.0,1175.52,-0.1,6465.36,Completed,2023-08-01,REMOVE_ME
232,684,180,18,10.0,1198.8,0.07,11148.84,completed,2023-01-12,REMOVE_ME
233,139,158,10,4.0,834.22,0.0,3336.88,cancelled,2024-07-17,REMOVE_ME
234,683,175,13,6.0,925.1,-0.05,5828.13,cancelled,2024-09-22,REMOVE_ME
235,1708,174,22,1.0,1001.81,-0.02,1021.85,Cancelled,2024-04-30,REMOVE_ME
236,1285,236,18,1.0,781.87,0.09,711.5,Pending,2024-04-18,REMOVE_ME
237,1068,154,19,7.0,1114.79,-0.08,8427.81,Pending,2024-07-22,REMOVE_ME
238,680,182,3,9.0,42.09,0.13,329.56,completed,2023-10-15,REMOVE_ME
239,1095,85,19,1.0,420.2,0.05,399.19,cancelled,2024-02-03,REMOVE_ME
240,1540,158,23,3.0,722.33,0.25,1625.24,Pending,2024-12-27,REMOVE_ME
241,1797,122,12,1.0,340.37,-0.07,364.2,Cancelled,2023-11-06,REMOVE_ME
242,767,20,25,4.0,639.62,-0.03,2635.23,completed,2023-04-05,REMOVE_ME
243,1854,257,5,8.0,617.07,0.22,3850.52,completed,2023-12-15,REMOVE_ME
244,1589,168,5,8.0,884.28,0.11,6296.07,Completed,2024-06-12,REMOVE_ME
245,794,268,4,3.0,262.12,-0.09,857.13,Completed,2023-11-15,REMOVE_ME
246,179,171,15,1.0,830.72,0.14,714.42,Completed,2023-04-16,REMOVE_ME
247,47,296,25,9.0,924.09,0.2,6653.45,Pending,2024-10-16,REMOVE_ME
248,567,273,11,4.0,398.64,-0.02,1626.45,Cancelled,2024-11-18,REMOVE_ME
249,235,8,20,2.0,341.73,-0.04,710.8,cancelled,2024-06-10,REMOVE_ME
250,653,139,5,2.0,263.76,0.04,506.42,Pending,2024-08-10,REMOVE_ME
251,1828,174,18,4.0,222.1,0.02,870.63,Cancelled,2023-02-21,REMOVE_ME
252,104,55,13,3.0,54.21,0.26,120.35,Completed,2023-03-30,REMOVE_ME
253,1826,229,20,7.0,482.46,0.18,2769.32,Pending,2023-11-16,REMOVE_ME
254,1374,274,3,6.0,984.58,0.19,4785.06,Cancelled,2024-08-04,REMOVE_ME
255,1431,240,4,3.0,129.64,0.22,303.36,Cancelled,2023-11-14,REMOVE_ME
256,295,133,12,8.0,575.24,0.28,3313.38,Cancelled,2023-07-07,REMOVE_ME
257,929,250,1,6.0,950.76,0.25,4278.42,Completed,2024-05-01,REMOVE_ME
258,350,145,25,2.0,434.7,0.08,799.85,Pending,2024-09-10,REMOVE_ME
259,1675,55,11,10.0,170.32,-0.06,1805.39,cancelled,2024-10-27,REMOVE_ME
260,821,212,8,2.0,955.07,0.11,1700.02,cancelled,2023-09-07,REMOVE_ME
261,136,175,7,9.0,207.64,0.09,1700.57,cancelled,2024-03-17,REMOVE_ME
262,1422,121,6,7.0,689.31,0.04,4632.16,Completed,2024-12-29,REMOVE_ME
263,1221,238,11,10.0,1007.36,-0.05,10577.28,cancelled,2023-04-10,REMOVE_ME
264,143,56,22,8.0,227.89,0.28,1312.65,cancelled,2024-01-24,REMOVE_ME
265,186,112,5,6.0,603.27,0.16,3040.48,cancelled,2024-10-13,REMOVE_ME
266,928,273,10,1.0,913.35,0.16,767.21,Cancelled,2024-09-22,REMOVE_ME
267,1797,163,10,10.0,547.65,-0.02,5586.03,cancelled,2024-11-26,REMOVE_ME
268,1471,177,3,5.0,1103.83,0.27,4028.98,cancelled,2023-01-09,REMOVE_ME
269,262,151,2,10.0,1183.98,0.06,11129.41,Pending,2024-07-16,REMOVE_ME
270,736,57,10,1.0,21.0,0.12,18.48,Completed,2023-08-29,REMOVE_ME
271,652,196,13,7.0,848.62,0.06,5583.92,Cancelled,2024-03-21,REMOVE_ME
272,285,97,18,9.0,269.23,-0.03,2495.76,Cancelled,2024-01-04,REMOVE_ME
273,1373,65,5,7.0,202.04,0.3,990.0,Completed,2023-03-15,REMOVE_ME
274,1348,224,5,1.0,189.92,0.25,142.44,Completed,2023-05-21,REMOVE_ME
275,1425,218,20,7.0,1034.98,0.26,5361.2,completed,2024-04-10,REMOVE_ME
276,788,182,8,9.0,520.47,0.23,3606.86,completed,2024-03-10,REMOVE_ME
277,1497,122,23,10.0,28.77,0.1,258.93,cancelled,2023-10-03,REMOVE_ME
278,69,20,19,7.0,1113.35,0.13,6780.3,Cancelled,2024-12-22,REMOVE_ME
279,1415,41,5,6.0,153.53,0.09,838.27,cancelled,2023-10-14,REMOVE_ME
280,1250,46,8,8.0,630.0,0.11,4485.6,Cancelled,2024-10-07,REMOVE_ME
281,1188,160,20,2.0,827.21,0.12,1455.89,Completed,2023-12-18,REMOVE_ME
282,1050,241,19,9.0,938.66,0.09,7687.63,Pending,2024-03-07,REMOVE_ME
283,593,86,2,6.0,1153.49,0.22,5398.33,cancelled,2023-11-08,REMOVE_ME
284,1185,87,19,10.0,327.32,0.15,2782.22,Completed,2024-11-03,REMOVE_ME
285,588,249,3,5.0,974.5,0.15,4141.62,completed,2024-06-01,REMOVE_ME
286,272,144,9,2.0,1024.71,0.01,2028.93,Pending,2023-01-15,REMOVE_ME
287,1514,78,22,2.0,732.51,0.26,1084.11,Cancelled,2024-01-14,REMOVE_ME
288,994,93,17,3.0,328.28,0.18,807.57,Completed,2023-12-18,REMOVE_ME
289,1683,79,16,2.0,1161.47,0.14,1997.73,Cancelled,2024-01-28,REMOVE_ME
290,343,108,19,4.0,799.59,0.19,2590.67,Pending,2023-02-25,REMOVE_ME
291,344,238,13,5.0,911.47,-0.05,4785.22,Cancelled,2023-11-05,REMOVE_ME
292,1091,120,13,8.0,900.46,0.2,5762.94,Cancelled,2024-04-30,REMOVE_ME
293,25,148,15,5.0,191.28,0.25,717.3,Cancelled,2024-11-25,REMOVE_ME
294,85,50,18,6.0,1154.88,0.17,5751.3,Pending,2024-03-18,REMOVE_ME
295,687,139,9,10.0,1103.29,0.24,8385.0,Completed,2023-09-19,REMOVE_ME
296,1535,124,24,10.0,481.56,0.21,3804.32,cancelled,2023-07-19,REMOVE_ME
297,369,161,18,9.0,418.14,0.18,3085.87,Completed,2024-11-19,REMOVE_ME
298,201,269,4,1.0,1001.39,-0.1,1101.53,Cancelled,2023-12-26,REMOVE_ME
299,70,13,20,4.0,875.8,0.0,3503.2,Completed,2023-02-28,REMOVE_ME
300,1947,63,23,10.0,794.79,0.23,6119.88,Completed,2023-03-30,REMOVE_ME
301,1843,290,6,10.0,173.29,0.16,1455.64,Completed,2024-12-13,REMOVE_ME
